cropped_filename,class_original,class_new,reason,original_good,new_good
person_000135_image_000040_conf_77.62.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000136_image_000040_conf_71.76.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",True,True
person_000137_image_000040_conf_70.93.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000138_image_000041_conf_77.67.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000139_image_000041_conf_74.69.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000140_image_000041_conf_70.82.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000141_image_000042_conf_78.96.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000142_image_000042_conf_75.32.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000143_image_000042_conf_72.94.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000144_image_000043_conf_85.87.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000145_image_000043_conf_81.84.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000146_image_000043_conf_81.40.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000147_image_000043_conf_76.21.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000148_image_000044_conf_86.92.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000149_image_000044_conf_80.94.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000150_image_000044_conf_72.98.jpg,junk,junk,"Image failed due to: No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000151_image_000044_conf_70.02.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000152_image_000045_conf_80.16.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected",False,False
person_000153_image_000046_conf_76.06.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected",False,False
person_000154_image_000046_conf_74.12.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000155_image_000046_conf_71.90.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000156_image_000047_conf_87.02.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000157_image_000047_conf_83.26.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000158_image_000047_conf_80.16.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000159_image_000047_conf_71.82.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000160_image_000048_conf_86.62.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000161_image_000048_conf_74.34.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000162_image_000048_conf_74.05.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000163_image_000049_conf_86.62.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000164_image_000049_conf_74.34.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Good aspect ratio, Full head visibility, Full torso visibility",False,True
person_000165_image_000049_conf_74.05.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000166_image_000050_conf_77.71.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000167_image_000050_conf_71.58.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Body occlusion detected",False,False
person_000168_image_000051_conf_86.07.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000169_image_000051_conf_83.65.jpg,junk,junk,"Image failed due to: Light sources detected, Body occlusion detected",False,False
person_000170_image_000051_conf_73.59.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000171_image_000052_conf_80.90.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000172_image_000052_conf_74.56.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000173_image_000052_conf_71.76.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000174_image_000052_conf_70.92.jpg,junk,junk,"Image failed due to: Light sources detected, Body occlusion detected",False,False
person_000175_image_000053_conf_83.81.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000176_image_000053_conf_82.84.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000177_image_000053_conf_79.27.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Good image quality, Full head visibility, Full torso visibility",False,True
person_000178_image_000054_conf_74.58.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000179_image_000054_conf_70.08.jpg,junk,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Body occlusion detected",False,False
person_000180_image_000055_conf_82.75.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Full head visibility, Full torso visibility",False,True
person_000181_image_000056_conf_87.45.jpg,good,good,"Image passed with positive features: Passed initial quality check, Good image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000182_image_000056_conf_74.07.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
person_000183_image_000056_conf_70.74.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000184_image_000056_conf_70.59.jpg,junk,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",False,True
person_000185_image_000057_conf_89.07.jpg,good,good,"Image passed with positive features: Passed initial quality check, Good image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000186_image_000057_conf_71.06.jpg,good,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility",True,True
person_000187_image_000057_conf_70.58.jpg,junk,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected",False,False
