file_id,hour,minute,second,cropped_filename,cam_id,person_id,class,camera,aspect_ratio,width,height,original_class,reason
17-48-13-2,17,48,13,person_000014_image_000004_conf_75.83.jpg,cam1,good,junk,cam1,1.950261780104712,382,745,good,Image failed due to: Light sources detected
17-48-13-2,17,48,13,person_000015_image_000004_conf_75.74.jpg,cam1,junk,junk,cam1,1.2917316692667706,641,828,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected"
17-48-15,17,48,15,person_000016_image_000005_conf_84.35.jpg,cam1,good,good,cam1,3.847701149425287,348,1339,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-15,17,48,15,person_000017_image_000005_conf_81.66.jpg,cam1,junk,junk,cam1,1.7698412698412698,252,446,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Light sources detected"
17-48-15,17,48,15,person_000018_image_000005_conf_81.04.jpg,cam1,good,good,cam1,3.1052631578947367,247,767,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-15,17,48,15,person_000019_image_000005_conf_76.81.jpg,cam1,junk,good,cam1,2.3333333333333335,210,490,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-15,17,48,15,person_000020_image_000005_conf_75.72.jpg,cam1,junk,junk,cam1,1.3096366508688784,633,829,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected"
17-48-15,17,48,15,person_000021_image_000005_conf_72.15.jpg,cam1,good,good,cam1,2.6020408163265305,294,765,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-15,17,48,15,person_000022_image_000005_conf_71.19.jpg,cam1,good,good,cam1,3.036363636363636,165,501,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-18-1,17,48,18,person_000023_image_000006_conf_82.29.jpg,cam1,good,good,cam1,3.2311827956989245,372,1202,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-18-1,17,48,18,person_000024_image_000006_conf_79.05.jpg,cam1,junk,junk,cam1,1.8729508196721312,244,457,junk,"Image failed due to: Poor image quality, Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected"
17-48-18-1,17,48,18,person_000025_image_000006_conf_77.20.jpg,cam1,junk,junk,cam1,2.3169642857142856,224,519,junk,Image failed due to: Light sources detected
17-48-18-1,17,48,18,person_000026_image_000006_conf_73.93.jpg,cam1,junk,junk,cam1,1.3654159869494291,613,837,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected"
17-48-18-2,17,48,18,person_000027_image_000007_conf_76.14.jpg,cam1,good,good,cam1,2.8817891373801916,313,902,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-18-2,17,48,18,person_000028_image_000007_conf_75.80.jpg,cam1,junk,junk,cam1,1.4273504273504274,585,835,junk,"Image failed due to: Poor image quality, Poor aspect ratio, Body occlusion detected"
17-48-18-2,17,48,18,person_000029_image_000007_conf_75.76.jpg,cam1,good,junk,cam1,2.2723214285714284,224,509,good,Image failed due to: Light sources detected
17-48-22,17,48,22,person_000030_image_000008_conf_83.14.jpg,cam1,person9,good,cam1,3.4959349593495936,246,860,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-22,17,48,22,person_000031_image_000008_conf_73.73.jpg,cam1,junk,junk,cam1,1.337539432176656,317,424,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-22,17,48,22,person_000032_image_000008_conf_70.74.jpg,cam1,junk,good,cam1,5.545454545454546,198,1098,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-22,17,48,22,person_000033_image_000008_conf_70.59.jpg,cam1,junk,junk,cam1,1.2492307692307691,650,812,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-25,17,48,25,person_000034_image_000009_conf_85.35.jpg,cam1,junk,good,cam1,3.797945205479452,292,1109,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-25,17,48,25,person_000035_image_000009_conf_80.89.jpg,cam1,person9,good,cam1,2.921708185053381,281,821,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-25,17,48,25,person_000036_image_000009_conf_79.92.jpg,cam1,good,good,cam1,2.293051359516616,331,759,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-25,17,48,25,person_000037_image_000009_conf_74.36.jpg,cam1,junk,junk,cam1,1.3578274760383386,313,425,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-27-1,17,48,27,person_000038_image_000010_conf_83.55.jpg,cam1,good,good,cam1,2.4981549815498156,271,677,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-27-1,17,48,27,person_000039_image_000010_conf_82.97.jpg,cam1,junk,good,cam1,3.931899641577061,279,1097,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-27-1,17,48,27,person_000040_image_000010_conf_75.57.jpg,cam1,junk,junk,cam1,1.3575949367088609,316,429,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-27-1,17,48,27,person_000041_image_000010_conf_73.91.jpg,cam1,junk,junk,cam1,1.28328173374613,646,829,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-27-2,17,48,27,person_000042_image_000011_conf_83.55.jpg,cam1,good,good,cam1,2.4981549815498156,271,677,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-27-2,17,48,27,person_000043_image_000011_conf_82.97.jpg,cam1,junk,good,cam1,3.931899641577061,279,1097,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-27-2,17,48,27,person_000044_image_000011_conf_75.57.jpg,cam1,junk,junk,cam1,1.3575949367088609,316,429,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-27-2,17,48,27,person_000045_image_000011_conf_73.91.jpg,cam1,junk,junk,cam1,1.28328173374613,646,829,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-39-1,17,48,39,person_000046_image_000012_conf_83.03.jpg,cam1,junk,junk,cam1,4.096899224806202,258,1057,junk,Image failed due to: Light sources detected
17-48-39-1,17,48,39,person_000047_image_000012_conf_81.26.jpg,cam1,junk,junk,cam1,1.8,250,450,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-48-39-1,17,48,39,person_000048_image_000012_conf_80.06.jpg,cam1,junk,junk,cam1,2.1373390557939915,233,498,junk,Image failed due to: Light sources detected
17-48-39-1,17,48,39,person_000049_image_000012_conf_77.60.jpg,cam1,junk,junk,cam1,1.2806201550387597,645,826,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-39-1,17,48,39,person_000050_image_000012_conf_77.36.jpg,cam1,junk,junk,cam1,2.08,325,676,junk,Image failed due to: Light sources detected
17-48-39-2,17,48,39,person_000051_image_000013_conf_82.65.jpg,cam1,junk,junk,cam1,3.8107142857142855,280,1067,junk,"Image failed due to: Poor image quality, Light sources detected"
17-48-39-2,17,48,39,person_000052_image_000013_conf_76.38.jpg,cam1,junk,junk,cam1,1.285493827160494,648,833,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-39-2,17,48,39,person_000053_image_000013_conf_73.65.jpg,cam1,junk,junk,cam1,2.1838006230529596,321,701,junk,"Image failed due to: Light sources detected, Body occlusion detected"
17-48-39-2,17,48,39,person_000054_image_000013_conf_72.07.jpg,cam1,junk,junk,cam1,1.4350649350649352,308,442,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-43,17,48,43,person_000055_image_000014_conf_78.65.jpg,cam1,good,good,cam1,3.1945945945945944,370,1182,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-43,17,48,43,person_000056_image_000014_conf_78.02.jpg,cam1,junk,junk,cam1,1.85,240,444,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-48-43,17,48,43,person_000057_image_000014_conf_73.48.jpg,cam1,junk,junk,cam1,1.3124018838304552,637,836,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-43,17,48,43,person_000058_image_000014_conf_73.12.jpg,cam1,junk,junk,cam1,4.216867469879518,249,1050,junk,Image failed due to: Poor image quality
17-48-43,17,48,43,person_000059_image_000014_conf_72.56.jpg,cam1,junk,junk,cam1,1.3657718120805369,298,407,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-55-1,17,48,55,person_000060_image_000015_conf_83.06.jpg,cam1,junk,good,cam1,4.266129032258065,248,1058,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-55-2,17,48,55,person_000061_image_000016_conf_83.85.jpg,cam1,good,good,cam1,2.504885993485342,307,769,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-55-2,17,48,55,person_000062_image_000016_conf_82.20.jpg,cam1,junk,good,cam1,3.867158671586716,271,1048,junk,"Image passed with positive features: Passed initial quality check, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-48-55-2,17,48,55,person_000063_image_000016_conf_75.95.jpg,cam1,junk,junk,cam1,1.5510204081632653,294,456,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-48-55-2,17,48,55,person_000064_image_000016_conf_74.76.jpg,cam1,junk,junk,cam1,1.3243670886075949,632,837,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-02,17,49,2,person_000065_image_000017_conf_93.80.jpg,cam1,junk,junk,cam1,1.18848167539267,764,908,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-02,17,49,2,person_000066_image_000017_conf_80.88.jpg,cam1,junk,junk,cam1,1.785425101214575,247,441,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-49-02,17,49,2,person_000067_image_000017_conf_77.92.jpg,cam1,good,good,cam1,2.609154929577465,284,741,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-02,17,49,2,person_000068_image_000017_conf_76.91.jpg,cam1,junk,junk,cam1,1.320695102685624,633,836,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-03,17,49,3,person_000069_image_000018_conf_82.05.jpg,cam1,junk,junk,cam1,1.7935222672064777,247,443,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-49-03,17,49,3,person_000070_image_000018_conf_77.01.jpg,cam1,junk,junk,cam1,1.3087774294670846,638,835,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-03,17,49,3,person_000071_image_000018_conf_74.40.jpg,cam1,good,good,cam1,2.8689138576779025,267,766,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-03,17,49,3,person_000072_image_000018_conf_72.40.jpg,cam1,good,good,cam1,2.577181208053691,298,768,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-03,17,49,3,person_000073_image_000018_conf_71.35.jpg,cam1,junk,junk,cam1,1.484076433121019,314,466,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-13-1,17,49,13,person_000074_image_000019_conf_84.72.jpg,cam1,junk,junk,cam1,3.7836879432624113,282,1067,junk,Image failed due to: Poor image quality
17-49-13-2,17,49,13,person_000075_image_000020_conf_83.77.jpg,cam1,junk,junk,cam1,3.7836879432624113,282,1067,junk,Image failed due to: Poor image quality
17-49-13-2,17,49,13,person_000076_image_000020_conf_71.41.jpg,cam1,junk,junk,cam1,1.7088122605363985,261,446,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected"
17-49-22,17,49,22,person_000077_image_000021_conf_83.76.jpg,cam1,junk,junk,cam1,3.7697841726618706,278,1048,junk,Image failed due to: Light sources detected
17-49-22,17,49,22,person_000078_image_000021_conf_82.06.jpg,cam1,good,junk,cam1,2.1185897435897436,312,661,good,Image failed due to: Light sources detected
17-49-22,17,49,22,person_000079_image_000021_conf_72.89.jpg,cam1,junk,junk,cam1,1.371475953565506,603,827,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-22,17,49,22,person_000080_image_000021_conf_72.54.jpg,cam1,good,good,cam1,4.5256410256410255,156,706,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-22,17,49,22,person_000081_image_000021_conf_70.62.jpg,cam1,junk,junk,cam1,1.6704980842911878,261,436,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-49-24-1,17,49,24,person_000082_image_000022_conf_83.07.jpg,cam1,junk,junk,cam1,1.683206106870229,262,441,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-49-24-1,17,49,24,person_000083_image_000022_conf_78.29.jpg,cam1,junk,junk,cam1,3.731182795698925,279,1041,junk,Image failed due to: Light sources detected
17-49-24-1,17,49,24,person_000084_image_000022_conf_73.85.jpg,cam1,good,good,cam1,2.707509881422925,253,685,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-24-1,17,49,24,person_000085_image_000022_conf_70.15.jpg,cam1,junk,junk,cam1,2.3271028037383177,214,498,junk,"Image failed due to: No head detected, No torso detected, Light sources detected, Body occlusion detected"
17-49-24-2,17,49,24,person_000086_image_000023_conf_84.89.jpg,cam1,good,good,cam1,2.6783216783216783,286,766,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-24-2,17,49,24,person_000087_image_000023_conf_80.49.jpg,cam1,junk,junk,cam1,1.8855932203389831,236,445,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-49-24-2,17,49,24,person_000088_image_000023_conf_80.38.jpg,cam1,junk,junk,cam1,3.611111111111111,288,1040,junk,"Image failed due to: Poor image quality, Light sources detected"
17-49-24-2,17,49,24,person_000089_image_000023_conf_70.68.jpg,cam1,junk,good,cam1,2.488721804511278,266,662,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-31-1,17,49,31,person_000090_image_000024_conf_90.26.jpg,cam1,good,good,cam1,3.0984126984126985,315,976,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-31-1,17,49,31,person_000091_image_000024_conf_87.61.jpg,cam1,good,junk,cam1,2.0535117056856187,299,614,good,Image failed due to: Light sources detected
17-49-31-1,17,49,31,person_000092_image_000024_conf_74.95.jpg,cam1,junk,junk,cam1,1.549342105263158,304,471,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-49-31-2,17,49,31,person_000093_image_000025_conf_87.76.jpg,cam1,good,good,cam1,2.5738255033557045,298,767,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-31-2,17,49,31,person_000094_image_000025_conf_79.22.jpg,cam1,junk,junk,cam1,1.5504885993485342,307,476,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-31-2,17,49,31,person_000095_image_000025_conf_78.71.jpg,cam1,junk,good,cam1,2.313953488372093,258,597,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-31-2,17,49,31,person_000096_image_000025_conf_74.98.jpg,cam1,junk,junk,cam1,1.7003891050583655,257,437,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected"
17-49-54,17,49,54,person_000097_image_000026_conf_78.91.jpg,cam1,junk,junk,cam1,1.2493438320209973,381,476,junk,"Image failed due to: Poor aspect ratio, No head detected, No torso detected, Light sources detected, Body occlusion detected"
17-49-54,17,49,54,person_000098_image_000026_conf_75.79.jpg,cam1,good,good,cam1,3.3518518518518516,324,1086,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-49-54,17,49,54,person_000099_image_000026_conf_73.67.jpg,cam1,junk,junk,cam1,1.398648648648649,592,828,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-49-54,17,49,54,person_000100_image_000026_conf_72.23.jpg,cam1,junk,junk,cam1,2.0759878419452886,329,683,junk,Image failed due to: Light sources detected
17-50-00,17,50,0,person_000101_image_000027_conf_83.16.jpg,cam1,junk,good,cam1,2.515021459227468,233,586,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-00,17,50,0,person_000102_image_000027_conf_79.35.jpg,cam1,junk,junk,cam1,1.575438596491228,285,449,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-00,17,50,0,person_000103_image_000027_conf_72.24.jpg,cam1,good,junk,cam1,2.088235294117647,340,710,good,Image failed due to: Light sources detected
17-50-00,17,50,0,person_000104_image_000027_conf_70.15.jpg,cam1,junk,junk,cam1,1.3827993254637436,593,820,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-50-01-1,17,50,1,person_000105_image_000028_conf_84.02.jpg,cam1,good,junk,cam1,1.9425981873111784,331,643,good,Image failed due to: Light sources detected
17-50-01-1,17,50,1,person_000106_image_000028_conf_81.72.jpg,cam1,good,good,cam1,3.1907514450867054,346,1104,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-01-1,17,50,1,person_000107_image_000028_conf_77.40.jpg,cam1,junk,junk,cam1,1.403726708074534,322,452,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-50-01-1,17,50,1,person_000108_image_000028_conf_70.71.jpg,cam1,junk,junk,cam1,1.6082089552238803,268,431,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-01-2,17,50,1,person_000109_image_000029_conf_79.85.jpg,cam1,good,good,cam1,3.638888888888889,180,655,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-01-2,17,50,1,person_000110_image_000029_conf_78.59.jpg,cam1,good,good,cam1,2.259036144578314,332,750,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-01-2,17,50,1,person_000111_image_000029_conf_77.94.jpg,cam1,junk,junk,cam1,1.6591760299625469,267,443,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-01-2,17,50,1,person_000112_image_000029_conf_76.27.jpg,cam1,junk,good,cam1,2.7012987012987013,231,624,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-01-2,17,50,1,person_000113_image_000029_conf_74.38.jpg,cam1,good,good,cam1,3.2509225092250924,271,881,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-06,17,50,6,person_000114_image_000030_conf_87.44.jpg,cam1,good,good,cam1,2.480243161094225,329,816,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-06,17,50,6,person_000115_image_000030_conf_77.16.jpg,cam1,junk,junk,cam1,2.1504065040650406,246,529,junk,Image failed due to: Light sources detected
17-50-06,17,50,6,person_000116_image_000030_conf_73.86.jpg,cam1,junk,junk,cam1,4.1104651162790695,172,707,junk,"Image failed due to: No head detected, No torso detected, Body occlusion detected"
17-50-11,17,50,11,person_000117_image_000031_conf_71.91.jpg,cam1,junk,junk,cam1,1.617760617760618,259,419,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-17,17,50,17,person_000118_image_000032_conf_77.57.jpg,cam1,junk,junk,cam1,1.7364341085271318,258,448,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-17,17,50,17,person_000119_image_000032_conf_75.97.jpg,cam1,good,junk,cam1,1.9803439803439804,407,806,good,Image failed due to: Light sources detected
17-50-17,17,50,17,person_000120_image_000032_conf_72.26.jpg,cam1,junk,junk,cam1,1.7193675889328064,253,435,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-19-1,17,50,19,person_000121_image_000033_conf_75.13.jpg,cam1,junk,junk,cam1,1.6104868913857675,267,430,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-19-1,17,50,19,person_000122_image_000033_conf_70.87.jpg,cam1,junk,good,cam1,7.0251572327044025,159,1117,junk,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-19-2,17,50,19,person_000123_image_000034_conf_73.44.jpg,cam1,junk,junk,cam1,1.8547717842323652,241,447,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-19-2,17,50,19,person_000124_image_000034_conf_70.59.jpg,cam1,junk,junk,cam1,1.6946564885496185,262,444,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-26,17,50,26,person_000125_image_000035_conf_80.65.jpg,cam1,junk,junk,cam1,1.6846153846153846,260,438,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-35-1,17,50,35,person_000126_image_000036_conf_83.11.jpg,cam1,good,junk,cam1,1.9881422924901184,253,503,good,Image failed due to: Light sources detected
17-50-35-1,17,50,35,person_000127_image_000036_conf_81.73.jpg,cam1,junk,junk,cam1,1.6577946768060836,263,436,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-35-1,17,50,35,person_000128_image_000036_conf_71.25.jpg,cam1,junk,junk,cam1,1.608365019011407,263,423,junk,"Image failed due to: Poor aspect ratio, Light sources detected, Body occlusion detected"
17-50-35-2,17,50,35,person_000129_image_000037_conf_78.33.jpg,cam1,good,good,cam1,2.266891891891892,296,671,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-38,17,50,38,person_000130_image_000038_conf_84.64.jpg,cam1,good,good,cam1,4.057046979865772,298,1209,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-38,17,50,38,person_000131_image_000038_conf_74.55.jpg,cam1,junk,junk,cam1,1.6704545454545454,264,441,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-46-1,17,50,46,person_000132_image_000039_conf_88.84.jpg,cam1,good,junk,cam1,2.0150602409638556,332,669,good,Image failed due to: Light sources detected
17-50-46-1,17,50,46,person_000133_image_000039_conf_87.47.jpg,cam1,good,good,cam1,2.9627791563275436,403,1194,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-46-2,17,50,46,person_000134_image_000040_conf_86.88.jpg,cam1,good,good,cam1,3.148367952522255,337,1061,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-46-2,17,50,46,person_000135_image_000040_conf_77.62.jpg,cam1,good,good,cam1,2.870769230769231,325,933,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-46-2,17,50,46,person_000136_image_000040_conf_71.76.jpg,cam1,good,junk,cam1,1.8247734138972809,331,604,good,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-46-2,17,50,46,person_000137_image_000040_conf_70.93.jpg,cam1,junk,junk,cam1,1.6816479400749065,267,449,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
17-50-56,17,50,56,person_000138_image_000041_conf_77.67.jpg,cam1,good,good,cam1,2.7450331125827816,302,829,good,"Image passed with positive features: Passed initial quality check, Excellent image quality, Excellent aspect ratio, Full head visibility, Full torso visibility"
17-50-56,17,50,56,person_000139_image_000041_conf_74.69.jpg,cam1,junk,junk,cam1,1.5535055350553506,271,421,junk,"Image failed due to: Poor aspect ratio, Light sources detected"
