file_id,hour,minute,second,cropped_filename,cam_id,person_id,class
17-48-27-2,17,48,27,person_000044_image_000011_conf_75.57.jpg,cam1,junk,junk
17-48-27-2,17,48,27,person_000045_image_000011_conf_73.91.jpg,cam1,junk,junk
17-48-39-1,17,48,39,person_000046_image_000012_conf_83.03.jpg,cam1,junk,junk
17-48-39-1,17,48,39,person_000047_image_000012_conf_81.26.jpg,cam1,junk,junk
17-48-39-1,17,48,39,person_000048_image_000012_conf_80.06.jpg,cam1,junk,junk
17-48-39-1,17,48,39,person_000049_image_000012_conf_77.60.jpg,cam1,junk,junk
17-48-39-1,17,48,39,person_000050_image_000012_conf_77.36.jpg,cam1,junk,junk
17-48-39-2,17,48,39,person_000051_image_000013_conf_82.65.jpg,cam1,junk,junk
17-48-39-2,17,48,39,person_000052_image_000013_conf_76.38.jpg,cam1,junk,junk
17-48-39-2,17,48,39,person_000053_image_000013_conf_73.65.jpg,cam1,junk,junk
17-48-39-2,17,48,39,person_000054_image_000013_conf_72.07.jpg,cam1,junk,junk
17-48-43,17,48,43,person_000055_image_000014_conf_78.65.jpg,cam1,good,good
17-48-43,17,48,43,person_000056_image_000014_conf_78.02.jpg,cam1,junk,junk
17-48-43,17,48,43,person_000057_image_000014_conf_73.48.jpg,cam1,junk,junk
17-48-43,17,48,43,person_000058_image_000014_conf_73.12.jpg,cam1,junk,junk
17-48-43,17,48,43,person_000059_image_000014_conf_72.56.jpg,cam1,junk,junk
17-48-55-1,17,48,55,person_000060_image_000015_conf_83.06.jpg,cam1,junk,junk
17-48-55-2,17,48,55,person_000061_image_000016_conf_83.85.jpg,cam1,good,good
17-48-55-2,17,48,55,person_000062_image_000016_conf_82.20.jpg,cam1,junk,junk
17-48-55-2,17,48,55,person_000063_image_000016_conf_75.95.jpg,cam1,junk,junk
17-48-55-2,17,48,55,person_000064_image_000016_conf_74.76.jpg,cam1,junk,junk
17-49-02,17,49,02,person_000065_image_000017_conf_93.80.jpg,cam1,junk,junk
17-49-02,17,49,02,person_000066_image_000017_conf_80.88.jpg,cam1,junk,junk
17-49-02,17,49,02,person_000067_image_000017_conf_77.92.jpg,cam1,good,good
17-49-02,17,49,02,person_000068_image_000017_conf_76.91.jpg,cam1,junk,junk
17-49-03,17,49,03,person_000069_image_000018_conf_82.05.jpg,cam1,junk,junk
17-49-03,17,49,03,person_000070_image_000018_conf_77.01.jpg,cam1,junk,junk
17-49-03,17,49,03,person_000071_image_000018_conf_74.40.jpg,cam1,good,good
17-49-03,17,49,03,person_000072_image_000018_conf_72.40.jpg,cam1,good,good
17-49-03,17,49,03,person_000073_image_000018_conf_71.35.jpg,cam1,junk,junk
17-49-13-1,17,49,13,person_000074_image_000019_conf_84.72.jpg,cam1,junk,junk
17-49-13-2,17,49,13,person_000075_image_000020_conf_83.77.jpg,cam1,junk,junk
17-49-13-2,17,49,13,person_000076_image_000020_conf_71.41.jpg,cam1,junk,junk
17-49-22,17,49,22,person_000077_image_000021_conf_83.76.jpg,cam1,junk,junk
17-49-22,17,49,22,person_000078_image_000021_conf_82.06.jpg,cam1,good,good
17-49-22,17,49,22,person_000079_image_000021_conf_72.89.jpg,cam1,junk,junk
17-49-22,17,49,22,person_000080_image_000021_conf_72.54.jpg,cam1,good,good
17-49-22,17,49,22,person_000081_image_000021_conf_70.62.jpg,cam1,junk,junk
17-49-24-1,17,49,24,person_000082_image_000022_conf_83.07.jpg,cam1,junk,junk
17-49-24-1,17,49,24,person_000083_image_000022_conf_78.29.jpg,cam1,junk,junk
17-49-24-1,17,49,24,person_000084_image_000022_conf_73.85.jpg,cam1,good,good
17-49-24-1,17,49,24,person_000085_image_000022_conf_70.15.jpg,cam1,junk,junk
17-49-24-2,17,49,24,person_000086_image_000023_conf_84.89.jpg,cam1,good,good
17-49-24-2,17,49,24,person_000087_image_000023_conf_80.49.jpg,cam1,junk,junk
17-49-24-2,17,49,24,person_000088_image_000023_conf_80.38.jpg,cam1,junk,junk
17-49-24-2,17,49,24,person_000089_image_000023_conf_70.68.jpg,cam1,junk,junk
17-49-31-1,17,49,31,person_000090_image_000024_conf_90.26.jpg,cam1,good,good
17-49-31-1,17,49,31,person_000091_image_000024_conf_87.61.jpg,cam1,good,good
17-49-31-1,17,49,31,person_000092_image_000024_conf_74.95.jpg,cam1,junk,junk
17-49-31-2,17,49,31,person_000093_image_000025_conf_87.76.jpg,cam1,good,good
17-49-31-2,17,49,31,person_000094_image_000025_conf_79.22.jpg,cam1,junk,junk
17-49-31-2,17,49,31,person_000095_image_000025_conf_78.71.jpg,cam1,junk,junk
17-49-31-2,17,49,31,person_000096_image_000025_conf_74.98.jpg,cam1,junk,junk
17-49-54,17,49,54,person_000097_image_000026_conf_78.91.jpg,cam1,junk,junk
17-49-54,17,49,54,person_000098_image_000026_conf_75.79.jpg,cam1,good,good
17-49-54,17,49,54,person_000099_image_000026_conf_73.67.jpg,cam1,junk,junk
17-49-54,17,49,54,person_000100_image_000026_conf_72.23.jpg,cam1,junk,junk
17-50-00,17,50,00,person_000101_image_000027_conf_83.16.jpg,cam1,junk,junk
17-50-00,17,50,00,person_000102_image_000027_conf_79.35.jpg,cam1,junk,junk
17-50-00,17,50,00,person_000103_image_000027_conf_72.24.jpg,cam1,good,good
17-50-00,17,50,00,person_000104_image_000027_conf_70.15.jpg,cam1,junk,junk
17-50-01-1,17,50,01,person_000105_image_000028_conf_84.02.jpg,cam1,good,good
17-50-01-1,17,50,01,person_000106_image_000028_conf_81.72.jpg,cam1,good,good
17-50-01-1,17,50,01,person_000107_image_000028_conf_77.40.jpg,cam1,junk,junk
17-50-01-1,17,50,01,person_000108_image_000028_conf_70.71.jpg,cam1,junk,junk
17-50-01-2,17,50,01,person_000109_image_000029_conf_79.85.jpg,cam1,good,good
17-50-01-2,17,50,01,person_000110_image_000029_conf_78.59.jpg,cam1,good,good
17-50-01-2,17,50,01,person_000111_image_000029_conf_77.94.jpg,cam1,junk,junk
17-50-01-2,17,50,01,person_000112_image_000029_conf_76.27.jpg,cam1,junk,junk
17-50-01-2,17,50,01,person_000113_image_000029_conf_74.38.jpg,cam1,good,good
17-50-06,17,50,06,person_000114_image_000030_conf_87.44.jpg,cam1,good,good
17-50-06,17,50,06,person_000115_image_000030_conf_77.16.jpg,cam1,junk,junk
17-50-06,17,50,06,person_000116_image_000030_conf_73.86.jpg,cam1,junk,junk
17-50-11,17,50,11,person_000117_image_000031_conf_71.91.jpg,cam1,junk,junk
17-50-17,17,50,17,person_000118_image_000032_conf_77.57.jpg,cam1,junk,junk
17-50-17,17,50,17,person_000119_image_000032_conf_75.97.jpg,cam1,good,good
17-50-17,17,50,17,person_000120_image_000032_conf_72.26.jpg,cam1,junk,junk
17-50-19-1,17,50,19,person_000121_image_000033_conf_75.13.jpg,cam1,junk,junk
17-50-19-1,17,50,19,person_000122_image_000033_conf_70.87.jpg,cam1,junk,junk
17-50-19-2,17,50,19,person_000123_image_000034_conf_73.44.jpg,cam1,junk,junk
17-50-19-2,17,50,19,person_000124_image_000034_conf_70.59.jpg,cam1,junk,junk
17-50-26,17,50,26,person_000125_image_000035_conf_80.65.jpg,cam1,junk,junk
17-50-35-1,17,50,35,person_000126_image_000036_conf_83.11.jpg,cam1,good,good
17-50-35-1,17,50,35,person_000127_image_000036_conf_81.73.jpg,cam1,junk,junk
17-50-35-1,17,50,35,person_000128_image_000036_conf_71.25.jpg,cam1,junk,junk
17-50-35-2,17,50,35,person_000129_image_000037_conf_78.33.jpg,cam1,good,good
17-50-38,17,50,38,person_000130_image_000038_conf_84.64.jpg,cam1,good,good
17-50-38,17,50,38,person_000131_image_000038_conf_74.55.jpg,cam1,junk,junk
17-50-46-1,17,50,46,person_000132_image_000039_conf_88.84.jpg,cam1,good,good
17-50-46-1,17,50,46,person_000133_image_000039_conf_87.47.jpg,cam1,good,good
17-50-46-2,17,50,46,person_000134_image_000040_conf_86.88.jpg,cam1,good,good
17-50-46-2,17,50,46,person_000135_image_000040_conf_77.62.jpg,cam1,good,good
17-50-46-2,17,50,46,person_000136_image_000040_conf_71.76.jpg,cam1,good,good
17-50-46-2,17,50,46,person_000137_image_000040_conf_70.93.jpg,cam1,junk,junk
17-50-56,17,50,56,person_000138_image_000041_conf_77.67.jpg,cam1,good,good
17-50-56,17,50,56,person_000139_image_000041_conf_74.69.jpg,cam1,junk,junk
17-50-56,17,50,56,person_000140_image_000041_conf_70.82.jpg,cam1,junk,junk
17-50-57,17,50,57,person_000141_image_000042_conf_78.96.jpg,cam1,junk,junk
17-50-57,17,50,57,person_000142_image_000042_conf_75.32.jpg,cam1,good,good
17-50-57,17,50,57,person_000143_image_000042_conf_72.94.jpg,cam1,junk,junk
17-50-58-1,17,50,58,person_000144_image_000043_conf_85.87.jpg,cam1,junk,junk
17-50-58-1,17,50,58,person_000145_image_000043_conf_81.84.jpg,cam1,good,good
17-50-58-1,17,50,58,person_000146_image_000043_conf_81.40.jpg,cam1,junk,junk
17-50-58-1,17,50,58,person_000147_image_000043_conf_76.21.jpg,cam1,person2,good
17-50-58-2,17,50,58,person_000148_image_000044_conf_86.92.jpg,cam1,junk,junk
17-50-58-2,17,50,58,person_000149_image_000044_conf_80.94.jpg,cam1,person2,good
17-50-58-2,17,50,58,person_000150_image_000044_conf_72.98.jpg,cam1,junk,junk
17-50-58-2,17,50,58,person_000151_image_000044_conf_70.02.jpg,cam1,junk,junk
17-51-01,17,51,01,person_000152_image_000045_conf_80.16.jpg,cam1,junk,junk
17-51-10,17,51,10,person_000153_image_000046_conf_76.06.jpg,cam1,junk,junk
17-51-10,17,51,10,person_000154_image_000046_conf_74.12.jpg,cam1,junk,junk
17-51-10,17,51,10,person_000155_image_000046_conf_71.90.jpg,cam1,junk,junk
17-51-16,17,51,16,person_000156_image_000047_conf_87.02.jpg,cam1,good,good
17-51-16,17,51,16,person_000157_image_000047_conf_83.26.jpg,cam1,junk,junk
17-51-16,17,51,16,person_000158_image_000047_conf_80.16.jpg,cam1,junk,junk
17-51-16,17,51,16,person_000159_image_000047_conf_71.82.jpg,cam1,junk,junk
17-51-21-1,17,51,21,person_000160_image_000048_conf_86.62.jpg,cam1,good,good
17-51-21-1,17,51,21,person_000161_image_000048_conf_74.34.jpg,cam1,junk,junk
17-51-21-1,17,51,21,person_000162_image_000048_conf_74.05.jpg,cam1,person7,good
17-51-21-2,17,51,21,person_000163_image_000049_conf_86.62.jpg,cam1,good,good
17-51-21-2,17,51,21,person_000164_image_000049_conf_74.34.jpg,cam1,junk,junk
17-51-21-2,17,51,21,person_000165_image_000049_conf_74.05.jpg,cam1,person7,good
17-51-24,17,51,24,person_000166_image_000050_conf_77.71.jpg,cam1,good,good
17-51-24,17,51,24,person_000167_image_000050_conf_71.58.jpg,cam1,junk,junk
17-51-26-1,17,51,26,person_000168_image_000051_conf_86.07.jpg,cam1,person7,good
17-51-26-1,17,51,26,person_000169_image_000051_conf_83.65.jpg,cam1,junk,junk
17-51-26-1,17,51,26,person_000170_image_000051_conf_73.59.jpg,cam1,good,good
17-51-26-2,17,51,26,person_000171_image_000052_conf_80.90.jpg,cam1,person7,good
17-51-26-2,17,51,26,person_000172_image_000052_conf_74.56.jpg,cam1,good,good
17-51-26-2,17,51,26,person_000173_image_000052_conf_71.76.jpg,cam1,junk,junk
17-51-26-2,17,51,26,person_000174_image_000052_conf_70.92.jpg,cam1,junk,junk
17-51-36-1,17,51,36,person_000175_image_000053_conf_83.81.jpg,cam1,junk,junk
17-51-36-1,17,51,36,person_000176_image_000053_conf_82.84.jpg,cam1,good,good
17-51-36-1,17,51,36,person_000177_image_000053_conf_79.27.jpg,cam1,junk,junk
17-51-36-2,17,51,36,person_000178_image_000054_conf_74.58.jpg,cam1,junk,junk
17-51-36-2,17,51,36,person_000179_image_000054_conf_70.08.jpg,cam1,junk,junk
17-51-39,17,51,39,person_000180_image_000055_conf_82.75.jpg,cam1,junk,junk
17-51-41,17,51,41,person_000181_image_000056_conf_87.45.jpg,cam1,good,good
17-51-41,17,51,41,person_000182_image_000056_conf_74.07.jpg,cam1,junk,junk
17-51-41,17,51,41,person_000183_image_000056_conf_70.74.jpg,cam1,good,good
17-51-41,17,51,41,person_000184_image_000056_conf_70.59.jpg,cam1,junk,junk
17-51-42,17,51,42,person_000185_image_000057_conf_89.07.jpg,cam1,good,good
17-51-42,17,51,42,person_000186_image_000057_conf_71.06.jpg,cam1,good,good
17-51-42,17,51,42,person_000187_image_000057_conf_70.58.jpg,cam1,junk,junk
17-51-42,17,51,42,person_000188_image_000057_conf_70.32.jpg,cam1,junk,junk
17-51-43,17,51,43,person_000189_image_000058_conf_79.24.jpg,cam1,person1,good
17-51-43,17,51,43,person_000190_image_000058_conf_78.96.jpg,cam1,good,good
17-51-43,17,51,43,person_000191_image_000058_conf_76.03.jpg,cam1,person15,good
17-51-43,17,51,43,person_000192_image_000058_conf_73.60.jpg,cam1,junk,junk
17-51-44-1,17,51,44,person_000193_image_000059_conf_83.82.jpg,cam1,person1,good
17-51-44-1,17,51,44,person_000194_image_000059_conf_82.90.jpg,cam1,person15,good
17-51-44-1,17,51,44,person_000195_image_000059_conf_71.26.jpg,cam1,junk,junk
17-51-44-2,17,51,44,person_000196_image_000060_conf_84.23.jpg,cam1,person1,good
17-51-44-2,17,51,44,person_000197_image_000060_conf_80.93.jpg,cam1,good,good
17-51-44-2,17,51,44,person_000198_image_000060_conf_77.51.jpg,cam1,person15,good
17-51-44-2,17,51,44,person_000199_image_000060_conf_75.42.jpg,cam1,junk,junk
17-51-44-2,17,51,44,person_000200_image_000060_conf_72.83.jpg,cam1,junk,junk
17-51-44-2,17,51,44,person_000201_image_000060_conf_70.29.jpg,cam1,junk,junk
17-51-44-3,17,51,44,person_000202_image_000061_conf_85.03.jpg,cam1,person1,good
17-51-44-3,17,51,44,person_000203_image_000061_conf_73.93.jpg,cam1,person15,good
17-51-44-3,17,51,44,person_000204_image_000061_conf_72.24.jpg,cam1,junk,junk
17-51-46-1,17,51,46,person_000205_image_000062_conf_84.60.jpg,cam1,person18,good
17-51-46-1,17,51,46,person_000206_image_000062_conf_80.15.jpg,cam1,junk,junk
17-51-46-1,17,51,46,person_000207_image_000062_conf_79.20.jpg,cam1,person15,good
17-51-46-1,17,51,46,person_000208_image_000062_conf_75.35.jpg,cam1,junk,junk
17-51-46-1,17,51,46,person_000209_image_000062_conf_74.36.jpg,cam1,person16,good
17-51-46-2,17,51,46,person_000210_image_000063_conf_85.16.jpg,cam1,person16,good
17-51-46-2,17,51,46,person_000211_image_000063_conf_76.14.jpg,cam1,person15,good
17-51-46-2,17,51,46,person_000212_image_000063_conf_73.03.jpg,cam1,person18,good
17-51-47,17,51,47,person_000213_image_000064_conf_83.68.jpg,cam1,person16,good
17-51-47,17,51,47,person_000214_image_000064_conf_82.68.jpg,cam1,person18,good
17-51-47,17,51,47,person_000215_image_000064_conf_79.84.jpg,cam1,junk,junk
17-51-47,17,51,47,person_000216_image_000064_conf_77.96.jpg,cam1,junk,junk
17-51-47,17,51,47,person_000217_image_000064_conf_76.12.jpg,cam1,junk,junk
17-51-48,17,51,48,person_000218_image_000065_conf_87.52.jpg,cam1,person16,good
17-51-48,17,51,48,person_000219_image_000065_conf_79.19.jpg,cam1,person18,good
17-51-48,17,51,48,person_000220_image_000065_conf_75.41.jpg,cam1,person21,good
17-51-48,17,51,48,person_000221_image_000065_conf_71.29.jpg,cam1,junk,junk
17-51-48,17,51,48,person_000222_image_000065_conf_70.46.jpg,cam1,junk,junk
17-51-49-1,17,51,49,person_000223_image_000066_conf_84.07.jpg,cam1,person21,good
17-51-49-1,17,51,49,person_000224_image_000066_conf_83.93.jpg,cam1,junk,junk
17-51-49-1,17,51,49,person_000225_image_000066_conf_77.84.jpg,cam1,junk,junk
17-51-49-1,17,51,49,person_000226_image_000066_conf_72.61.jpg,cam1,good,good
17-51-49-2,17,51,49,person_000227_image_000067_conf_89.16.jpg,cam1,person21,good
17-51-49-2,17,51,49,person_000228_image_000067_conf_84.57.jpg,cam1,junk,junk
17-51-49-2,17,51,49,person_000229_image_000067_conf_83.55.jpg,cam1,junk,junk
17-51-49-2,17,51,49,person_000230_image_000067_conf_81.00.jpg,cam1,person18,good
17-51-49-2,17,51,49,person_000231_image_000067_conf_77.96.jpg,cam1,good,good
17-51-49-2,17,51,49,person_000232_image_000067_conf_73.08.jpg,cam1,junk,junk
17-51-49-3,17,51,49,person_000233_image_000068_conf_84.05.jpg,cam1,person21,good
17-51-49-3,17,51,49,person_000234_image_000068_conf_83.82.jpg,cam1,person16,good
17-51-49-3,17,51,49,person_000235_image_000068_conf_79.98.jpg,cam1,person18,good
17-51-49-3,17,51,49,person_000236_image_000068_conf_71.00.jpg,cam1,junk,junk
17-51-50,17,51,50,person_000237_image_000069_conf_90.67.jpg,cam1,person21,good
17-51-50,17,51,50,person_000238_image_000069_conf_78.38.jpg,cam1,person22,good
17-51-50,17,51,50,person_000239_image_000069_conf_78.21.jpg,cam1,junk,junk
17-51-50,17,51,50,person_000240_image_000069_conf_75.42.jpg,cam1,junk,junk
17-51-50,17,51,50,person_000241_image_000069_conf_74.84.jpg,cam1,person18,good
17-51-53-1,17,51,53,person_000242_image_000070_conf_88.34.jpg,cam1,good,good
17-51-53-1,17,51,53,person_000243_image_000070_conf_80.65.jpg,cam1,junk,junk
17-51-53-1,17,51,53,person_000244_image_000070_conf_76.91.jpg,cam1,junk,junk
17-51-53-2,17,51,53,person_000245_image_000071_conf_85.95.jpg,cam1,person18,good
17-51-53-2,17,51,53,person_000246_image_000071_conf_84.83.jpg,cam1,person21,good
17-51-53-2,17,51,53,person_000247_image_000071_conf_76.91.jpg,cam1,junk,junk
17-51-57-1,17,51,57,person_000248_image_000072_conf_91.59.jpg,cam1,good,good
17-51-57-1,17,51,57,person_000249_image_000072_conf_74.70.jpg,cam1,good,good
17-51-57-1,17,51,57,person_000250_image_000072_conf_71.96.jpg,cam1,junk,junk
17-51-57-2,17,51,57,person_000251_image_000073_conf_89.11.jpg,cam1,good,good
17-51-57-2,17,51,57,person_000252_image_000073_conf_72.03.jpg,cam1,junk,junk
17-52-00-1,17,52,00,person_000253_image_000074_conf_88.96.jpg,cam1,good,good
17-52-00-1,17,52,00,person_000254_image_000074_conf_87.53.jpg,cam1,junk,junk
17-52-00-1,17,52,00,person_000255_image_000074_conf_80.59.jpg,cam1,good,good
17-52-00-1,17,52,00,person_000256_image_000074_conf_74.89.jpg,cam1,junk,junk
17-52-00-2,17,52,00,person_000257_image_000075_conf_86.98.jpg,cam1,good,good
17-52-00-2,17,52,00,person_000258_image_000075_conf_84.14.jpg,cam1,junk,junk
17-52-00-2,17,52,00,person_000259_image_000075_conf_83.25.jpg,cam1,good,good
17-52-00-2,17,52,00,person_000260_image_000075_conf_70.92.jpg,cam1,good,good
17-52-00-3,17,52,00,person_000261_image_000076_conf_83.20.jpg,cam1,junk,junk
17-52-00-3,17,52,00,person_000262_image_000076_conf_71.59.jpg,cam1,good,good
17-52-04-1,17,52,04,person_000263_image_000077_conf_86.32.jpg,cam1,good,good
17-52-04-1,17,52,04,person_000264_image_000077_conf_72.80.jpg,cam1,good,good
17-52-04-2,17,52,04,person_000265_image_000078_conf_84.07.jpg,cam1,good,good
17-52-07,17,52,07,person_000266_image_000079_conf_87.29.jpg,cam1,good,good
17-52-09-1,17,52,09,person_000267_image_000080_conf_74.35.jpg,cam1,junk,junk
17-52-09-1,17,52,09,person_000268_image_000080_conf_73.04.jpg,cam1,junk,junk
17-52-09-1,17,52,09,person_000269_image_000080_conf_72.00.jpg,cam1,junk,junk
17-52-09-2,17,52,09,person_000270_image_000081_conf_87.09.jpg,cam1,good,good
17-52-09-2,17,52,09,person_000271_image_000081_conf_85.68.jpg,cam1,good,good
17-52-09-2,17,52,09,person_000272_image_000081_conf_78.81.jpg,cam1,junk,junk
17-52-09-2,17,52,09,person_000273_image_000081_conf_75.81.jpg,cam1,junk,junk
17-52-09-2,17,52,09,person_000274_image_000081_conf_70.89.jpg,cam1,person3,good
17-52-14-1,17,52,14,person_000275_image_000082_conf_81.35.jpg,cam1,junk,junk
17-52-14-1,17,52,14,person_000276_image_000082_conf_81.22.jpg,cam1,person3,good
17-52-14-1,17,52,14,person_000277_image_000082_conf_76.33.jpg,cam1,junk,junk
17-52-14-1,17,52,14,person_000278_image_000082_conf_75.53.jpg,cam1,good,good
17-52-14-1,17,52,14,person_000279_image_000082_conf_71.20.jpg,cam1,person23,good
17-52-14-2,17,52,14,person_000280_image_000083_conf_87.68.jpg,cam1,good,good
17-52-14-2,17,52,14,person_000281_image_000083_conf_82.96.jpg,cam1,junk,junk
17-52-14-2,17,52,14,person_000282_image_000083_conf_81.90.jpg,cam1,junk,junk
17-52-14-2,17,52,14,person_000283_image_000083_conf_81.57.jpg,cam1,person3,good
17-52-18-1,17,52,18,person_000284_image_000084_conf_81.23.jpg,cam1,good,good
17-52-18-1,17,52,18,person_000285_image_000084_conf_80.54.jpg,cam1,good,good
17-52-18-1,17,52,18,person_000286_image_000084_conf_80.49.jpg,cam1,junk,junk
17-52-18-1,17,52,18,person_000287_image_000084_conf_79.06.jpg,cam1,junk,junk
17-52-18-1,17,52,18,person_000288_image_000084_conf_73.23.jpg,cam1,good,good
17-52-18-2,17,52,18,person_000289_image_000085_conf_88.11.jpg,cam1,person23,good
17-52-18-2,17,52,18,person_000290_image_000085_conf_83.00.jpg,cam1,junk,junk
17-52-18-2,17,52,18,person_000291_image_000085_conf_82.50.jpg,cam1,good,good
17-52-18-2,17,52,18,person_000292_image_000085_conf_73.83.jpg,cam1,junk,junk
17-52-21,17,52,21,person_000293_image_000086_conf_85.06.jpg,cam1,person8,good
17-52-21,17,52,21,person_000294_image_000086_conf_81.09.jpg,cam1,junk,junk
17-52-24,17,52,24,person_000295_image_000087_conf_78.90.jpg,cam1,junk,junk
17-52-24,17,52,24,person_000296_image_000087_conf_76.13.jpg,cam1,junk,junk
17-52-24,17,52,24,person_000297_image_000087_conf_73.15.jpg,cam1,junk,junk
17-52-25-1,17,52,25,person_000298_image_000088_conf_88.79.jpg,cam1,good,good
17-52-25-1,17,52,25,person_000299_image_000088_conf_78.78.jpg,cam1,junk,junk
17-52-25-1,17,52,25,person_000300_image_000088_conf_78.60.jpg,cam1,good,good
17-52-25-1,17,52,25,person_000301_image_000088_conf_73.78.jpg,cam1,good,good
17-52-25-2,17,52,25,person_000302_image_000089_conf_85.14.jpg,cam1,good,good
17-52-25-2,17,52,25,person_000303_image_000089_conf_79.84.jpg,cam1,junk,junk
17-52-25-2,17,52,25,person_000304_image_000089_conf_78.59.jpg,cam1,good,good
17-52-25-2,17,52,25,person_000305_image_000089_conf_72.36.jpg,cam1,junk,junk
17-52-27,17,52,27,person_000306_image_000090_conf_87.05.jpg,cam1,good,good
17-52-27,17,52,27,person_000307_image_000090_conf_75.89.jpg,cam1,junk,junk
17-52-27,17,52,27,person_000308_image_000090_conf_75.15.jpg,cam1,good,good
17-52-27,17,52,27,person_000309_image_000090_conf_73.46.jpg,cam1,junk,junk
17-52-29-1,17,52,29,person_000310_image_000091_conf_85.30.jpg,cam1,good,good
17-52-29-1,17,52,29,person_000311_image_000091_conf_82.25.jpg,cam1,junk,junk
17-52-29-1,17,52,29,person_000312_image_000091_conf_76.89.jpg,cam1,junk,junk
17-52-29-1,17,52,29,person_000313_image_000091_conf_73.03.jpg,cam1,good,good
17-52-29-1,17,52,29,person_000314_image_000091_conf_72.66.jpg,cam1,good,good
17-52-29-1,17,52,29,person_000315_image_000091_conf_71.19.jpg,cam1,junk,junk
17-52-29-1,17,52,29,person_000316_image_000091_conf_70.34.jpg,cam1,junk,junk
17-52-29-2,17,52,29,person_000317_image_000092_conf_85.44.jpg,cam1,good,good
17-52-29-2,17,52,29,person_000318_image_000092_conf_83.29.jpg,cam1,good,good
17-52-29-2,17,52,29,person_000319_image_000092_conf_83.01.jpg,cam1,junk,junk
17-52-29-2,17,52,29,person_000320_image_000092_conf_76.30.jpg,cam1,junk,junk
