file_id,hour,minute,second
18-04-21-1,18,04,21
18-04-21-2,18,04,21
18-04-21-3,18,04,21
18-04-22-1,18,04,22
18-04-22-2,18,04,22
18-04-25-1,18,04,25
18-04-25-2,18,04,25
18-04-26-1,18,04,26
18-04-26-2,18,04,26
18-04-27-1,18,04,27
18-04-27-2,18,04,27
18-04-28,18,04,28
18-04-30,18,04,30
18-04-32,18,04,32
18-04-36-1,18,04,36
18-04-36-2,18,04,36
18-04-36-3,18,04,36
18-04-45,18,04,45
18-04-50,18,04,50
18-04-51-1,18,04,51
18-04-51-2,18,04,51
18-04-52,18,04,52
18-04-56,18,04,56
18-05-02-1,18,05,02
18-05-02-2,18,05,02
18-05-02-3,18,05,02
18-05-02-4,18,05,02
18-05-03-1,18,05,03
18-05-03-2,18,05,03
18-05-04,18,05,04
18-05-05,18,05,05
18-05-06,18,05,06
18-05-09-1,18,05,09
18-05-09-2,18,05,09
18-05-11-1,18,05,11
18-05-11-2,18,05,11
18-05-12,18,05,12
18-05-13,18,05,13
18-05-14-1,18,05,14
18-05-14-2,18,05,14
18-05-15-1,18,05,15
18-05-15-2,18,05,15
18-05-16,18,05,16
18-05-18-1,18,05,18
18-05-18-2,18,05,18
18-05-21,18,05,21
18-05-22-1,18,05,22
18-05-22-2,18,05,22
18-05-23-1,18,05,23
18-05-23-2,18,05,23
18-05-24,18,05,24
18-05-26,18,05,26
18-05-28,18,05,28
18-05-29-1,18,05,29
18-05-29-2,18,05,29
18-05-30-1,18,05,30
18-05-30-2,18,05,30
18-05-31,18,05,31
18-05-33,18,05,33
18-05-37,18,05,37
18-05-38,18,05,38
18-05-41-1,18,05,41
18-05-41-2,18,05,41
18-05-43,18,05,43
18-05-44,18,05,44
18-05-47,18,05,47
18-05-48,18,05,48
18-05-49-1,18,05,49
18-05-49-2,18,05,49
18-05-49-3,18,05,49
18-05-51,18,05,51
18-05-52-1,18,05,52
18-05-52-2,18,05,52
18-05-52-3,18,05,52
18-05-53-1,18,05,53
18-05-53-2,18,05,53
18-05-54-1,18,05,54
18-05-54-2,18,05,54
18-05-55-1,18,05,55
18-05-55-2,18,05,55
18-05-56,18,05,56
18-05-57,18,05,57
18-05-58,18,05,58
18-05-59,18,05,59
18-06-00-1,18,06,00
18-06-00-2,18,06,00
18-06-00-3,18,06,00
18-06-01,18,06,01
18-06-02-1,18,06,02
18-06-02-2,18,06,02
18-06-04-1,18,06,04
18-06-04-2,18,06,04
18-06-05-1,18,06,05
18-06-05-2,18,06,05
18-06-07-1,18,06,07
18-06-07-2,18,06,07
18-06-07-3,18,06,07
18-06-08-1,18,06,08
18-06-08-2,18,06,08
18-06-09-1,18,06,09
18-06-09-2,18,06,09
18-06-10,18,06,10
18-06-11-1,18,06,11
18-06-11-2,18,06,11
18-06-11-3,18,06,11
18-06-11-4,18,06,11
18-06-12,18,06,12
18-06-13-1,18,06,13
18-06-13-2,18,06,13
18-06-13-3,18,06,13
18-06-15-1,18,06,15
18-06-15-2,18,06,15
18-06-15-3,18,06,15
18-06-16-1,18,06,16
18-06-16-2,18,06,16
18-06-17,18,06,17
18-06-18,18,06,18
18-06-20,18,06,20
18-06-21,18,06,21
18-06-22,18,06,22
